;sp_richn;fmpd;fric
7512:104 _s205085;12;0.73123824;0.040597801
7417:495 _s205085;11;0.720726435;0.01697094
7417:489 _s205085;13;0.710593042;0.023352344
7417:496 _s205085;15;0.694017569;0.04155167
7512:216 _s205085;7;0.678141759;0.001009782
7513:217 _s205085;31;0.669556681;0.150968195
7513:206 _s205085;34;0.677842775;0.187028155
7513:216 _s205085;32;0.673940342;0.184643873
7513:215 _s205085;34;0.673302465;0.186187981
7513:218 _s205085;33;0.662538712;0.175201904
7513:219 _s205085;33;0.660293568;0.175201904
7513:208 _s205085;31;0.667886814;0.150968195
7513:207 _s205085;32;0.67421653;0.184643873
7513:209 _s205085;32;0.660313579;0.150968195
7513:235 _s205085;47;0.621040353;0.275521409
7513:229 _s205085;32;0.655819844;0.150968195
7513:228 _s205085;32;0.653277494;0.150968195
7513:236 _s205085;40;0.62019205;0.190612568
7513:226 _s205085;32;0.674101887;0.175201904
7513:225 _s205085;37;0.639033505;0.190773976
7513:227 _s205085;32;0.657940677;0.150968195
7513:124 _s205085;44;0.632533183;0.244722223
7513:123 _s205085;46;0.641329143;0.245097367
7513:205 _s205085;34;0.680327623;0.187028155
7513:134 _s205085;45;0.629248813;0.243531226
7414:486 _s205085;29;0.677775248;0.14094707
7414:488 _s205085;29;0.68514885;0.14094707
7414:479 _s205085;29;0.68039724;0.14094707
7414:485 _s205085;29;0.673771009;0.14094707
7414:487 _s205085;27;0.694017503;0.139805071
7414:477 _s205085;27;0.691804847;0.139805071
7414:475 _s205085;30;0.673223567;0.152282218
7414:476 _s205085;28;0.688428934;0.14094707
7414:478 _s205085;28;0.691421356;0.14094707
7414:499 _s205085;25;0.673939737;0.106852896
7414:497 _s205085;26;0.697776934;0.139805071
7414:498 _s205085;27;0.680815063;0.124201694
7414:495 _s205085;29;0.677151261;0.14094707
7414:489 _s205085;28;0.682936478;0.14094707
7414:469 _s205085;29;0.692480606;0.148985659
7414:496 _s205085;28;0.681597649;0.14094707
7414:393 _s205085;30;0.669428077;0.141464227
7414:394 _s205085;29;0.676712035;0.14094707
7414:392 _s205085;31;0.668177864;0.150968195
7414:391 _s205085;31;0.668562512;0.150968195
7414:384 _s205085;30;0.663757831;0.14094707
7414:390 _s205085;32;0.670575168;0.162331895
7414:383 _s205085;31;0.657087518;0.141464227
7414:382 _s205085;32;0.667900472;0.162331895
7414:380 _s205085;33;0.671847221;0.163574178
7414:381 _s205085;33;0.671746406;0.163574178
7414:374 _s205085;32;0.662598471;0.153524501
7414:373 _s205085;33;0.65113864;0.153524501
7414:372 _s205085;33;0.661920418;0.153964545
7415:499 _s205085;17;0.678536813;0.043845567
7416:353 _s205085;26;0.668685766;0.135242292
7416:351 _s205085;26;0.668108494;0.135242292
7416:352 _s205085;26;0.672389943;0.135242292
7416:354 _s205085;25;0.657668482;0.117359024
7416:360 _s205085;30;0.669872961;0.14094707
7416:350 _s205085;25;0.658162486;0.117359024
7416:371 _s205085;24;0.677573799;0.099280547
7416:364 _s205085;22;0.682918755;0.099732931
7416:370 _s205085;24;0.680521598;0.099280547
7416:372 _s205085;19;0.710426753;0.082005542
7416:362 _s205085;29;0.670337643;0.14094707
7416:361 _s205085;29;0.671187501;0.14094707
7416:363 _s205085;25;0.685578716;0.13524138
7415:498 _s205085;16;0.675834077;0.040727965
7415:361 _s205085;28;0.674278836;0.148074091
7415:360 _s205085;28;0.685081318;0.148074091
7415:362 _s205085;26;0.673182771;0.135242292
7415:381 _s205085;27;0.678528712;0.124201694
7415:363 _s205085;25;0.660570693;0.117359024
7415:374 _s205085;24;0.683580917;0.130509847
7415:372 _s205085;25;0.700945108;0.135242292
7415:373 _s205085;24;0.693930493;0.130509847
7415:371 _s205085;30;0.670914408;0.14094707
7415:380 _s205085;28;0.680059455;0.14094707
7415:370 _s205085;30;0.670094801;0.14094707
7415:364 _s205085;26;0.668634082;0.135242292
7415:478 _s205085;23;0.690633348;0.095961645
7415:467 _s205085;26;0.677249839;0.135242292
7415:477 _s205085;21;0.704845848;0.099732931
7415:476 _s205085;28;0.66737879;0.124201694
7415:479 _s205085;23;0.68997249;0.095961645
7415:485 _s205085;24;0.674798336;0.096511151
7415:469 _s205085;30;0.666086374;0.14094707
7415:468 _s205085;30;0.674115269;0.14094707
7415:475 _s205085;23;0.682486726;0.113675469
7415:496 _s205085;19;0.693570428;0.080284487
7415:495 _s205085;21;0.697152467;0.094354314
7415:489 _s205085;20;0.707831162;0.094259689
7415:497 _s205085;16;0.675243316;0.040727965
7415:487 _s205085;22;0.69954259;0.095052688
7415:486 _s205085;23;0.693417902;0.095961645
7415:488 _s205085;21;0.707071551;0.094939309
7415:392 _s205085;20;0.707982102;0.093722772
7415:390 _s205085;22;0.692588212;0.09800115
7415:391 _s205085;22;0.698503431;0.09800115
7415:393 _s205085;22;0.69994844;0.095852055
7415:383 _s205085;24;0.671016012;0.096511151
7415:382 _s205085;23;0.68995403;0.096445799
7415:394 _s205085;23;0.686840988;0.095961645
7415:384 _s205085;24;0.671074922;0.096511151
7415:465 _s205085;26;0.668467213;0.135242292
7415:458 _s205085;27;0.669732747;0.146760021
7415:459 _s205085;26;0.667174767;0.135242292
7415:466 _s205085;26;0.671002018;0.135242292
7415:456 _s205085;28;0.668511825;0.148074091
7415:455 _s205085;28;0.664305172;0.148074091
7415:457 _s205085;28;0.673474857;0.148074091
7517:228 _s205085;24;0.655673325;0.069224678
7517:236 _s205085;22;0.635225724;0.050639407
7517:235 _s205085;21;0.646146214;0.049239338
7517:229 _s205085;35;0.652482888;0.116403952
7517:458 _s205085;16;0.636574824;0.032407745
7517:237 _s205085;22;0.638131765;0.050639407
7517:227 _s205085;26;0.661503703;0.085926874
7517:226 _s205085;32;0.672388692;0.117017897
7517:225 _s205085;34;0.661640367;0.120702628
7517:245 _s205085;19;0.643371997;0.04677493
7517:249 _s205085;26;0.662135106;0.084644787
7517:248 _s205085;19;0.630832733;0.036145679
7517:247 _s205085;21;0.641831291;0.049239338
7517:246 _s205085;21;0.642123521;0.049239338
7517:239 _s205085;32;0.643407646;0.089019089
7517:238 _s205085;21;0.645404343;0.049239338
7517:219 _s205085;34;0.668014783;0.120702628
7517:144 _s205085;19;0.641594026;0.04677493
7517:207 _s205085;18;0.673911515;0.045662553
7517:206 _s205085;18;0.680982333;0.045662553
7517:205 _s205085;12;0.697053771;0.017302721
7517:208 _s205085;18;0.677308396;0.045662553
7517:143 _s205085;22;0.634689592;0.049257115
7517:142 _s205085;23;0.62665372;0.050657184
7517:141 _s205085;25;0.643181659;0.085926874
7517:216 _s205085;39;0.654974714;0.161737769
7517:218 _s205085;37;0.65994237;0.144348887
7517:217 _s205085;38;0.653994841;0.159162973
7517:215 _s205085;39;0.646967399;0.159162973
7517:209 _s205085;18;0.673799173;0.045662553
7517:374 _s205085;32;0.658450304;0.114129059
7517:390 _s205085;19;0.550128485;0.022723528
7517:384 _s205085;41;0.642408586;0.185712472
7517:391 _s205085;19;0.553121575;0.022723528
7516:371 _s205085;20;0.539913294;0.025151193
7517:457 _s205085;16;0.637835228;0.032407745
7517:456 _s205085;16;0.638693697;0.032407745
7517:455 _s205085;18;0.625560867;0.0333171
7517:373 _s205085;36;0.625495203;0.126037013
7517:352 _s205085;23;0.621891857;0.050657184
7517:354 _s205085;20;0.620782324;0.036162788
7517:353 _s205085;22;0.610246844;0.038931328
7517:351 _s205085;27;0.633452126;0.088067066
7517:350 _s205085;31;0.658140363;0.096295343
7517:140 _s205085;28;0.647454625;0.091906802
7517:364 _s205085;27;0.637253203;0.088067066
7517:363 _s205085;36;0.662644545;0.144997366
7517:362 _s205085;42;0.645683905;0.185712472
7516:459 _s205085;30;0.661025816;0.095778324
7516:486 _s205085;18;0.528447009;0.02136701
7516:485 _s205085;15;0.531661073;0.015493393
7516:374 _s205085;19;0.56972453;0.033208722
7516:383 _s205085;11;0.509354851;0.003989004
7516:382 _s205085;10;0.531357433;0.003201844
7516:381 _s205085;11;0.514410324;0.003989004
7516:380 _s205085;10;0.495556234;0.003674158
7516:373 _s205085;19;0.545899544;0.022723528
7516:372 _s205085;18;0.537965597;0.02136701
7516:393 _s205085;7;0.501920469;0.000826882
7516:394 _s205085;6;0.500039627;0.000175028
7516:392 _s205085;8;0.525417817;0.001199708
7516:390 _s205085;7;0.506167262;0.000826882
7516:384 _s205085;11;0.509160355;0.003989004
7517:131 _s205085;30;0.662558824;0.095778324
7517:134 _s205085;22;0.639347291;0.049257115
7517:133 _s205085;25;0.659622664;0.085926874
7517:132 _s205085;28;0.644067171;0.088067066
7516:495 _s205085;7;0.494938677;0.000262205
7516:498 _s205085;15;0.532905234;0.015493393
7516:497 _s205085;11;0.500006876;0.003989004
7516:496 _s205085;8;0.491737559;0.000750629
7516:499 _s205085;18;0.532892527;0.02136701
7516:487 _s205085;19;0.545349951;0.022723528
7517:102 _s205085;13;0.701802686;0.024316634
7517:110 _s205085;23;0.638198463;0.051208027
7517:104 _s205085;13;0.702031339;0.024316634
7517:103 _s205085;17;0.680403287;0.043506737
7517:101 _s205085;13;0.702379149;0.024316634
7517:100 _s205085;13;0.695812136;0.024316634
7617:104 _s205085;23;0.573691981;0.039464873
7617:207 _s205085;26;0.596524188;0.052114517
7617:206 _s205085;26;0.595910108;0.052114517
7617:205 _s205085;23;0.593485848;0.043108265
7617:219 _s205085;27;0.595641922;0.057994242
7617:218 _s205085;26;0.596439142;0.055406401
7617:217 _s205085;24;0.590408016;0.044194198
7617:209 _s205085;35;0.640165292;0.116403952
7617:208 _s205085;30;0.612743927;0.073927745
7517:496 _s205085;27;0.601611891;0.057081605
7517:488 _s205085;29;0.661005806;0.111042335
7517:499 _s205085;29;0.657903577;0.094741491
7517:498 _s205085;38;0.650868019;0.146521387
7517:497 _s205085;31;0.610762655;0.074103704
7517:495 _s205085;27;0.602837629;0.057081605
7517:489 _s205085;18;0.61787434;0.034279254
7517:487 _s205085;34;0.633037082;0.115769704
7517:466 _s205085;20;0.623916322;0.037416426
7517:475 _s205085;27;0.630583487;0.088067066
7517:469 _s205085;15;0.626725967;0.027512622
7517:468 _s205085;16;0.637086811;0.032407745
7517:467 _s205085;17;0.626660796;0.032475865
7517:465 _s205085;22;0.637639749;0.049257115
7517:459 _s205085;16;0.635000682;0.032407745
7517:479 _s205085;16;0.638812865;0.032407745
7517:486 _s205085;36;0.636798245;0.137581194
7517:485 _s205085;39;0.646250838;0.146521387
7517:478 _s205085;17;0.627116064;0.032475865
7517:477 _s205085;19;0.6242288;0.037107833
7517:476 _s205085;23;0.63664917;0.066319474
7615:102 _s205085;13;0.584824154;0.015647029
7615:101 _s205085;8;0.529065896;0.001199708
7615:100 _s205085;7;0.544665735;0.00039028
7614:219 _s205085;12;0.57513389;0.015270417
7515:101 _s205085;21;0.705972851;0.094939309
7515:100 _s205085;23;0.693663189;0.099234056
7515:102 _s205085;20;0.709115354;0.093722772
7515:114 _s205085;17;0.670293971;0.043001263
7515:110 _s205085;21;0.704285793;0.097024354
7514:465 _s205085;28;0.648321755;0.10906418
7515:113 _s205085;21;0.672550391;0.078734442
7515:112 _s205085;20;0.690087182;0.083138517
7515:111 _s205085;20;0.705056733;0.096673584
7515:104 _s205085;20;0.705877181;0.096673584
7515:103 _s205085;20;0.708651111;0.093722772
7514:468 _s205085;27;0.654427743;0.107380461
7514:476 _s205085;29;0.64091963;0.115087957
7514:475 _s205085;29;0.63910211;0.115087957
7514:469 _s205085;27;0.654709612;0.106998451
7514:477 _s205085;30;0.65972275;0.139954743
7514:467 _s205085;29;0.644627121;0.115087957
7514:466 _s205085;32;0.664981425;0.142895043
7515:228 _s205085;18;0.664911556;0.043933136
7514:485 _s205085;31;0.648081716;0.133863385
7514:486 _s205085;37;0.65799745;0.180728818
7514:478 _s205085;43;0.649222589;0.202283651
7515:207 _s205085;17;0.677549567;0.043845567
7515:143 _s205085;25;0.644070274;0.087289222
7515:215 _s205085;15;0.677078563;0.033213231
7515:209 _s205085;14;0.69062427;0.038434068
7515:208 _s205085;16;0.685547778;0.043445343
7515:216 _s205085;16;0.675448047;0.040727965
7515:206 _s205085;16;0.676037522;0.040727965
7515:205 _s205085;19;0.69239326;0.081905612
7515:144 _s205085;23;0.663662341;0.089341129
7515:219 _s205085;16;0.675446659;0.040727965
7515:227 _s205085;20;0.652427344;0.046498318
7515:226 _s205085;20;0.65121269;0.046498318
7515:225 _s205085;21;0.642453802;0.047385839
7515:218 _s205085;16;0.675274239;0.040727965
7515:217 _s205085;17;0.677489478;0.043845567
7515:122 _s205085;20;0.656836736;0.047072902
7515:130 _s205085;20;0.647820899;0.047072902
7515:124 _s205085;19;0.658822813;0.046190461
7515:123 _s205085;17;0.669182692;0.043001263
7515:131 _s205085;20;0.649441914;0.046498318
7515:121 _s205085;21;0.646002586;0.047986444
7515:120 _s205085;21;0.654023001;0.079610547
7515:134 _s205085;23;0.63585082;0.050576387
7515:142 _s205085;25;0.640336423;0.087289222
7515:141 _s205085;25;0.648575972;0.070131261
7515:140 _s205085;31;0.654355257;0.09920143
7515:133 _s205085;20;0.646647819;0.046498318
7515:132 _s205085;21;0.644446587;0.047385839
7514:235 _s205085;25;0.659787987;0.105925564
7514:226 _s205085;26;0.6581615;0.107370052
7514:238 _s205085;22;0.674480013;0.086920333
7514:237 _s205085;22;0.68607929;0.099805882
7514:236 _s205085;24;0.672910018;0.105925564
7514:239 _s205085;21;0.641812754;0.047986444
7514:229 _s205085;22;0.654358095;0.085247899
7514:228 _s205085;25;0.649364263;0.105635351
7514:227 _s205085;25;0.664994947;0.105925564
7514:351 _s205085;41;0.640917046;0.200574396
7514:247 _s205085;22;0.656652758;0.085247899
7514:350 _s205085;39;0.640976294;0.199716375
7514:249 _s205085;28;0.610798345;0.071313421
7514:248 _s205085;23;0.631732319;0.050026409
7514:246 _s205085;26;0.657682504;0.107370052
7514:245 _s205085;26;0.6561022;0.107370052
7514:205 _s205085;28;0.668664207;0.124718851
7514:208 _s205085;25;0.671410662;0.106852896
7514:207 _s205085;25;0.665257116;0.106852896
7514:206 _s205085;27;0.674613312;0.124201694
7514:209 _s205085;23;0.685809393;0.105408407
7514:144 _s205085;25;0.657491861;0.105925564
7514:143 _s205085;25;0.653346145;0.105925564
7514:217 _s205085;24;0.66976344;0.105408407
7514:225 _s205085;26;0.655741523;0.107370052
7514:219 _s205085;22;0.697222218;0.09800115
7514:218 _s205085;23;0.683325911;0.105408407
7514:216 _s205085;25;0.664534087;0.106852896
7514:215 _s205085;27;0.666108128;0.124718851
7514:384 _s205085;32;0.646557394;0.139985166
7514:383 _s205085;32;0.647597815;0.139985166
7514:382 _s205085;33;0.651742769;0.158385842
7514:456 _s205085;26;0.653264546;0.107190491
7514:459 _s205085;24;0.626579423;0.051502533
7514:458 _s205085;24;0.628641351;0.051502533
7514:457 _s205085;23;0.651775764;0.08115639
7514:455 _s205085;27;0.650000073;0.107380461
7514:354 _s205085;26;0.655686102;0.107370052
7514:362 _s205085;38;0.65531689;0.175502381
7514:361 _s205085;32;0.648395864;0.139985166
7514:360 _s205085;32;0.647100492;0.139985166
7514:363 _s205085;26;0.654701212;0.107370052
7514:353 _s205085;26;0.655081284;0.107370052
7514:352 _s205085;29;0.643036266;0.116827679
7514:371 _s205085;33;0.652192628;0.158385842
7514:374 _s205085;27;0.645266293;0.107370052
7514:373 _s205085;30;0.652024346;0.124718851
7514:372 _s205085;32;0.646883114;0.139985166
7514:370 _s205085;33;0.651716817;0.158385842
7514:364 _s205085;30;0.652817362;0.11727341
7516:103 _s205085;17;0.671143313;0.043532912
7516:205 _s205085;17;0.675523761;0.043506737
7516:208 _s205085;13;0.700663904;0.024316634
7516:217 _s205085;17;0.674891342;0.043506737
7516:216 _s205085;17;0.670907775;0.043506737
7516:215 _s205085;17;0.666605535;0.043506737
7516:209 _s205085;13;0.696298694;0.024316634
7516:207 _s205085;17;0.674552086;0.043506737
7516:206 _s205085;15;0.693900172;0.029601474
7516:132 _s205085;34;0.65863959;0.110493648
7516:112 _s205085;15;0.679633645;0.040327742
7516:120 _s205085;22;0.64074788;0.048299381
7516:114 _s205085;18;0.66364826;0.044569403
7516:113 _s205085;17;0.671593611;0.043532912
7516:121 _s205085;18;0.658854465;0.044569403
7516:111 _s205085;17;0.669536058;0.043532912
7516:110 _s205085;17;0.669397866;0.043532912
7516:104 _s205085;18;0.665567597;0.044569403
7516:124 _s205085;14;0.674480903;0.024609849
7516:131 _s205085;29;0.673607714;0.081253798
7516:130 _s205085;23;0.643594407;0.050576387
7516:123 _s205085;17;0.671930166;0.043506737
7516:122 _s205085;18;0.666249439;0.044569403
7516:249 _s205085;28;0.648849354;0.088067066
7516:248 _s205085;29;0.650487034;0.091906802
7516:370 _s205085;20;0.540889449;0.025151193
7516:225 _s205085;20;0.660494307;0.046991917
7516:227 _s205085;31;0.666791744;0.098364401
7516:226 _s205085;25;0.657799175;0.070131261
7516:219 _s205085;20;0.668177127;0.048359628
7516:218 _s205085;12;0.68938188;0.017302721
7515:352 _s205085;27;0.656715683;0.106998451
7515:360 _s205085;37;0.665214629;0.173235034
7515:236 _s205085;21;0.641140478;0.047385839
7515:239 _s205085;19;0.655293093;0.044836101
7515:238 _s205085;19;0.655275711;0.044836101
7515:237 _s205085;20;0.647965483;0.046498318
7515:245 _s205085;28;0.66675351;0.118947734
7515:235 _s205085;23;0.634820004;0.050576387
7515:229 _s205085;18;0.663140797;0.043933136
7515:351 _s205085;27;0.653371679;0.108917491
7515:350 _s205085;25;0.644457039;0.087289222
7515:246 _s205085;38;0.65707898;0.153562271
7515:479 _s205085;20;0.531545805;0.025151193
7515:478 _s205085;14;0.526681827;0.013234682
7515:487 _s205085;10;0.516738311;0.007182227
7516:102 _s205085;16;0.68162176;0.042362361
7516:101 _s205085;16;0.685214881;0.043445343
7516:100 _s205085;15;0.681568601;0.040327742
7515:489 _s205085;8;0.475757817;0.00144993
7515:488 _s205085;10;0.479604307;0.002781276
1416:249 _s205085;29;0.68630449;0.126483949
1416:479 _s205085;26;0.640231696;0.081359467
1416:499 _s205085;20;0.673539399;0.041310295
1416:489 _s205085;22;0.671529721;0.060548089
1416:469 _s205085;25;0.673909807;0.080176383
1416:459 _s205085;25;0.714201208;0.096229164
1417:143 _s205085;24;0.659336909;0.117936507
1417:140 _s205085;40;0.665647571;0.199716375
1417:142 _s205085;23;0.644084197;0.102921229
1417:141 _s205085;20;0.602101999;0.069371222
7110:140 _s205085;6;0.734570689;0.000709089
7110:350 _s205085;6;0.734323919;0.000709089
7617:114 _s205085;15;0.520812394;0.008131696
7617:112 _s205085;12;0.483785043;0.004274446
7617:113 _s205085;13;0.501185099;0.004844596
7617:120 _s205085;11;0.486921509;0.003684631
7617:103 _s205085;18;0.529677055;0.012401847
7617:142 _s205085;8;0.484064394;0.00106852
7617:101 _s205085;15;0.495846588;0.007093434
7617:102 _s205085;15;0.51914682;0.00757869
7617:121 _s205085;11;0.508030662;0.003684631
7617:134 _s205085;13;0.485508215;0.005804078
7617:132 _s205085;12;0.461874308;0.003430643
7617:133 _s205085;12;0.463421371;0.003430643
7617:131 _s205085;12;0.499747712;0.004204473
7617:140 _s205085;7;0.508374107;0.000859888
