;sp_richn;fmpd;fric
7417:237 _s202200;28;0.676649876;0.143897611
7417:238 _s202200;27;0.662759408;0.126014343
7417:239 _s202200;27;0.660165101;0.126014343
1416:239 _s202200;31;0.690399271;0.166424163
1416:249 _s202200;24;0.681727852;0.063047498
1416:459 _s202200;21;0.724446377;0.059143792
1416:469 _s202200;21;0.675523564;0.059499901
1416:479 _s202200;19;0.62621226;0.043735485
1416:489 _s202200;16;0.646756465;0.029239406
1416:499 _s202200;13;0.596252382;0.010765891
1417:140 _s202200;35;0.678444453;0.163483411
1417:141 _s202200;15;0.6345957;0.033624415
1417:142 _s202200;16;0.666360148;0.041352717
1417:143 _s202200;17;0.683204519;0.048598032
1417:144 _s202200;20;0.655510088;0.075796003
1417:245 _s202200;21;0.668510089;0.07580166
1417:247 _s202200;20;0.651808388;0.06791842
1417:248 _s202200;20;0.651171332;0.06791842
1417:249 _s202200;20;0.656808718;0.06791842
1417:350 _s202200;24;0.691695551;0.064405022
1417:351 _s202200;12;0.67359339;0.01333534
1417:352 _s202200;11;0.661545073;0.008091585
1417:353 _s202200;11;0.660297638;0.008091585
1417:354 _s202200;16;0.700129632;0.048461364
1417:360 _s202200;6;0.648855909;0.000424486
1417:361 _s202200;10;0.686257605;0.00718593
1417:362 _s202200;11;0.703805433;0.012028579
1417:363 _s202200;10;0.715182306;0.009801761
1417:364 _s202200;9;0.710267517;0.005380382
1417:370 _s202200;9;0.710368255;0.004838217
1417:371 _s202200;10;0.710647516;0.009801761
1417:372 _s202200;9;0.685223479;0.004838217
1417:373 _s202200;9;0.684581917;0.004838217
1417:374 _s202200;10;0.711543715;0.009801761
1417:380 _s202200;9;0.695257688;0.004838217
1417:381 _s202200;14;0.665646712;0.024797313
1417:382 _s202200;13;0.672070968;0.014930719
1417:383 _s202200;11;0.677410822;0.010058861
1417:384 _s202200;13;0.672818186;0.014930719
1417:390 _s202200;10;0.653723702;0.007471594
1417:455 _s202200;16;0.686684872;0.039593186
1417:456 _s202200;15;0.673610151;0.033624415
1417:457 _s202200;15;0.69856168;0.041216049
1417:458 _s202200;16;0.691503801;0.041352717
1417:459 _s202200;14;0.700108384;0.031890376
1417:465 _s202200;10;0.71574695;0.009801761
1417:466 _s202200;9;0.711241988;0.005380382
1417:467 _s202200;10;0.716126719;0.009801761
1417:468 _s202200;10;0.716333788;0.009801761
1417:469 _s202200;11;0.704793007;0.011846881
1417:475 _s202200;14;0.703792598;0.024345035
1417:476 _s202200;10;0.709670079;0.009801761
1417:477 _s202200;10;0.710731856;0.009801761
1417:478 _s202200;9;0.708042753;0.005224985
1417:479 _s202200;9;0.713856748;0.005224985
1417:485 _s202200;11;0.65938703;0.009660805
1516:209 _s202200;14;0.610085192;0.0165898
1517:361 _s202200;15;0.579450543;0.014027831
1517:364 _s202200;12;0.604679143;0.005556633
1517:372 _s202200;14;0.594422399;0.011751919
1517:373 _s202200;12;0.596304631;0.005556633
1517:374 _s202200;11;0.599207064;0.00444866
1517:384 _s202200;11;0.598694682;0.00444866
1517:465 _s202200;11;0.618311465;0.005543682
1517:466 _s202200;12;0.601896707;0.005556633
1517:467 _s202200;12;0.597331741;0.005556633
1517:468 _s202200;12;0.597196231;0.005556633
1517:469 _s202200;12;0.597083426;0.005556633
1517:475 _s202200;11;0.599268214;0.00444866
1517:476 _s202200;11;0.599249426;0.00444866
1517:477 _s202200;11;0.599305974;0.00444866
1517:478 _s202200;11;0.599420552;0.00444866
1517:479 _s202200;11;0.59956692;0.00444866
1517:485 _s202200;11;0.598674426;0.00444866
1517:486 _s202200;11;0.598916562;0.00444866
1517:487 _s202200;11;0.59903768;0.00444866
1517:488 _s202200;11;0.59898037;0.00444866
1517:489 _s202200;12;0.615722385;0.007131969
7413:371 _s202200;39;0.642624354;0.197720378
7413:372 _s202200;36;0.650165626;0.196238675
7413:373 _s202200;34;0.677198459;0.187028155
7413:374 _s202200;32;0.668537323;0.162331895
7413:381 _s202200;39;0.636047678;0.198140848
7413:382 _s202200;39;0.632001227;0.185653156
7413:383 _s202200;35;0.653512975;0.178801055
7413:384 _s202200;31;0.668342095;0.150968195
7413:393 _s202200;37;0.647658566;0.178836175
7413:394 _s202200;31;0.669701277;0.150968195
7413:466 _s202200;34;0.665391262;0.163574178
7413:467 _s202200;34;0.660369186;0.163574178
7413:468 _s202200;34;0.658891873;0.163574178
7413:469 _s202200;31;0.658749757;0.152282218
7413:475 _s202200;31;0.668260913;0.150968195
7413:476 _s202200;32;0.648362747;0.141464227
7413:477 _s202200;32;0.64337189;0.141464227
7413:478 _s202200;32;0.645042262;0.141464227
7413:479 _s202200;32;0.649122773;0.141464227
7413:485 _s202200;32;0.660238381;0.150968195
7413:486 _s202200;32;0.647603865;0.141464227
7413:487 _s202200;31;0.64770583;0.141464227
7413:488 _s202200;31;0.64712791;0.141464227
7413:489 _s202200;31;0.647330696;0.141464227
7413:495 _s202200;30;0.67194978;0.150968195
7413:496 _s202200;31;0.660182574;0.150968195
7413:497 _s202200;30;0.651460684;0.124718851
7413:498 _s202200;32;0.648134071;0.132837169
7413:499 _s202200;30;0.64693648;0.1249885
7414:354 _s202200;32;0.661066852;0.153524501
7414:360 _s202200;31;0.658566762;0.152282218
7414:361 _s202200;30;0.659495819;0.14094707
7414:362 _s202200;30;0.661617759;0.14094707
7414:363 _s202200;30;0.659529384;0.14094707
7414:364 _s202200;30;0.659484087;0.14094707
7414:370 _s202200;30;0.660197312;0.14094707
7414:371 _s202200;30;0.660353993;0.14094707
7414:372 _s202200;29;0.665250594;0.14094707
7414:373 _s202200;29;0.665945023;0.14094707
7414:374 _s202200;29;0.665326937;0.14094707
7414:380 _s202200;30;0.6493873;0.124718851
7414:381 _s202200;29;0.656099323;0.124718851
7414:382 _s202200;28;0.657307906;0.124718851
7414:383 _s202200;27;0.652520366;0.107380461
7414:384 _s202200;25;0.663864412;0.106852896
7414:390 _s202200;27;0.647113494;0.107380461
7414:391 _s202200;27;0.649865777;0.107380461
7414:392 _s202200;26;0.655003289;0.107370052
7414:393 _s202200;26;0.656323201;0.107370052
7414:394 _s202200;25;0.665738561;0.106852896
7414:455 _s202200;32;0.660302375;0.153524501
7414:456 _s202200;31;0.657861861;0.152282218
7414:457 _s202200;31;0.657972777;0.152282218
7414:458 _s202200;26;0.671035242;0.135242292
7414:459 _s202200;25;0.6609942;0.117359024
7414:465 _s202200;30;0.660073296;0.14094707
7414:466 _s202200;30;0.660058993;0.14094707
7414:467 _s202200;30;0.659828523;0.14094707
7414:468 _s202200;30;0.662012713;0.14094707
7414:469 _s202200;28;0.675423628;0.136327893
7414:475 _s202200;28;0.667857061;0.124201694
7414:476 _s202200;27;0.674630303;0.124201694
7414:477 _s202200;27;0.666728264;0.124201694
7414:478 _s202200;25;0.666420986;0.099290955
7414:479 _s202200;25;0.670691081;0.099290955
7414:485 _s202200;25;0.665238331;0.106852896
7414:486 _s202200;24;0.674262475;0.099280547
7414:487 _s202200;24;0.675155358;0.099280547
7414:488 _s202200;24;0.677801785;0.099280547
7414:489 _s202200;21;0.689440196;0.094354314
7414:495 _s202200;24;0.673307486;0.099280547
7414:496 _s202200;23;0.674882519;0.098929776
7414:497 _s202200;20;0.651427579;0.047072902
7414:498 _s202200;18;0.661220904;0.043933136
7414:499 _s202200;19;0.657115409;0.046190461
7415:350 _s202200;25;0.660528559;0.117359024
7415:351 _s202200;25;0.660407694;0.117359024
7415:352 _s202200;25;0.660279483;0.117359024
7415:353 _s202200;26;0.673688746;0.135242292
7415:354 _s202200;25;0.672538535;0.130511294
7415:360 _s202200;24;0.686190237;0.130509847
7415:361 _s202200;24;0.688162555;0.130509847
7415:362 _s202200;22;0.684333266;0.099732931
7415:363 _s202200;21;0.673114963;0.084717653
7415:364 _s202200;21;0.68483946;0.099732931
7415:370 _s202200;25;0.669488297;0.099290955
7415:371 _s202200;25;0.67545653;0.099290955
7415:372 _s202200;19;0.710539222;0.082005542
7415:373 _s202200;19;0.709479641;0.082005542
7415:374 _s202200;18;0.71266288;0.076670971
7415:380 _s202200;20;0.676935735;0.08038335
7415:381 _s202200;19;0.680085489;0.075215194
7415:382 _s202200;16;0.688043338;0.041958546
7415:383 _s202200;16;0.68550022;0.041958546
7415:384 _s202200;16;0.686061929;0.041958546
7415:390 _s202200;18;0.668731521;0.043933136
7415:391 _s202200;17;0.677488067;0.043532912
7415:392 _s202200;15;0.693987662;0.04155167
7415:393 _s202200;15;0.694600318;0.04155167
7415:394 _s202200;15;0.693167457;0.04155167
7415:455 _s202200;25;0.671647417;0.130511294
7415:456 _s202200;26;0.67225301;0.135242292
7415:457 _s202200;26;0.677446633;0.135242292
7415:458 _s202200;25;0.676840942;0.130511294
7415:459 _s202200;24;0.682182586;0.130509847
7415:465 _s202200;20;0.689606405;0.084484407
7415:466 _s202200;20;0.691636303;0.084484407
7415:467 _s202200;20;0.692135728;0.084484407
7415:468 _s202200;24;0.685254409;0.096511151
7415:469 _s202200;22;0.696491095;0.095052688
7415:475 _s202200;19;0.712250889;0.082005542
7415:476 _s202200;21;0.700216962;0.094354314
7415:477 _s202200;16;0.712086131;0.06359905
7415:478 _s202200;19;0.694906834;0.080284487
7415:479 _s202200;17;0.702640506;0.073240604
7415:485 _s202200;16;0.68544631;0.041958546
7415:486 _s202200;16;0.687245629;0.041958546
7415:487 _s202200;16;0.690200325;0.041958546
7415:488 _s202200;15;0.694221455;0.04155167
7415:489 _s202200;15;0.694773632;0.04155167
7415:495 _s202200;15;0.693533422;0.04155167
7415:496 _s202200;14;0.702429575;0.028056526
7415:497 _s202200;14;0.689981434;0.038434068
7415:498 _s202200;14;0.69016575;0.038434068
7415:499 _s202200;13;0.700667699;0.024938924
7416:144 _s202200;25;0.67585315;0.130511294
7416:245 _s202200;25;0.670161497;0.130511294
7416:246 _s202200;25;0.666276906;0.130511294
7416:247 _s202200;24;0.654964959;0.112628026
7416:248 _s202200;24;0.662866208;0.117936507
7416:249 _s202200;22;0.659239592;0.09646146
7416:350 _s202200;23;0.675447423;0.112626578
7416:351 _s202200;24;0.685029851;0.130509847
7416:352 _s202200;24;0.692039022;0.130509847
7416:353 _s202200;23;0.692156453;0.117935059
7416:354 _s202200;21;0.681757033;0.084717653
7416:360 _s202200;22;0.693088162;0.095052688
7416:361 _s202200;24;0.678864991;0.099280547
7416:362 _s202200;23;0.689629243;0.095961645
7416:363 _s202200;19;0.712544368;0.082005542
7416:364 _s202200;18;0.713838326;0.076670971
7416:370 _s202200;16;0.686436723;0.041958546
7416:371 _s202200;16;0.685283504;0.041958546
7416:372 _s202200;14;0.699536861;0.034013746
7416:373 _s202200;15;0.685169316;0.034076924
7416:374 _s202200;14;0.702682284;0.034013746
7416:380 _s202200;15;0.693675186;0.04155167
7416:381 _s202200;14;0.701479496;0.028056526
7416:382 _s202200;13;0.700074595;0.024938924
7416:383 _s202200;13;0.701335021;0.024938924
7416:384 _s202200;13;0.704796032;0.024938924
7416:390 _s202200;13;0.700373052;0.024938924
7416:391 _s202200;13;0.700657677;0.024938924
7416:392 _s202200;13;0.700507579;0.024938924
7416:393 _s202200;13;0.700229253;0.024938924
7416:394 _s202200;13;0.696916881;0.024938924
7416:455 _s202200;22;0.687759541;0.099732931
7416:456 _s202200;22;0.692821596;0.099732931
7416:457 _s202200;19;0.694088942;0.079984287
7416:458 _s202200;17;0.70338005;0.065635531
7416:459 _s202200;17;0.707666049;0.061886716
7416:465 _s202200;16;0.709393476;0.051475203
7416:466 _s202200;16;0.709167372;0.051475203
7416:467 _s202200;15;0.719911856;0.048764235
7416:468 _s202200;14;0.713312185;0.039726921
7416:469 _s202200;14;0.712211381;0.041462587
7416:475 _s202200;13;0.710689347;0.023352344
7416:476 _s202200;13;0.709832076;0.023352344
7416:477 _s202200;13;0.710201777;0.023352344
7416:478 _s202200;11;0.717487968;0.014897718
7416:479 _s202200;11;0.718955159;0.014897718
7416:485 _s202200;11;0.720638037;0.01697094
7416:486 _s202200;11;0.723297636;0.01697094
7416:487 _s202200;10;0.721914235;0.011589381
7416:488 _s202200;10;0.722116675;0.011589381
7416:489 _s202200;10;0.720906317;0.011589381
7416:495 _s202200;10;0.712878798;0.011589381
7416:496 _s202200;10;0.712485781;0.009058357
7417:140 _s202200;22;0.659623578;0.09646146
7417:141 _s202200;25;0.666714665;0.130511294
7417:142 _s202200;24;0.662841883;0.117936507
7417:143 _s202200;21;0.643510689;0.085315132
7417:144 _s202200;21;0.645691686;0.085315132
7417:245 _s202200;21;0.646352155;0.085315132
7417:246 _s202200;23;0.662971356;0.111365782
7417:247 _s202200;22;0.653758139;0.097920756
7417:248 _s202200;23;0.655973243;0.102921229
7417:249 _s202200;21;0.659453377;0.085315132
7417:350 _s202200;17;0.708576288;0.061886716
7417:351 _s202200;17;0.708797331;0.061886716
7417:352 _s202200;16;0.70005376;0.051475203
7417:353 _s202200;15;0.691284948;0.042040213
7417:354 _s202200;15;0.690512032;0.042040213
7417:360 _s202200;13;0.717579926;0.035195641
7417:361 _s202200;13;0.703320469;0.023352344
7417:362 _s202200;13;0.705075839;0.023352344
7417:363 _s202200;12;0.698385471;0.015623232
7417:364 _s202200;12;0.697889368;0.015623232
7417:370 _s202200;10;0.723372502;0.011589381
7417:371 _s202200;9;0.729396992;0.007027504
7417:372 _s202200;10;0.722932836;0.011589381
7417:373 _s202200;9;0.729441455;0.007027504
7417:374 _s202200;9;0.729503597;0.007027504
7417:380 _s202200;10;0.719717818;0.011589381
7417:381 _s202200;10;0.713746964;0.011589381
7417:455 _s202200;15;0.693147587;0.042040213
7417:456 _s202200;15;0.694419302;0.042040213
7417:457 _s202200;16;0.70162878;0.051475203
7417:458 _s202200;15;0.692646612;0.042040213
7417:459 _s202200;17;0.707872753;0.061886716
7417:465 _s202200;12;0.698994946;0.015623232
7417:466 _s202200;11;0.694842412;0.009783871
7417:467 _s202200;11;0.697927668;0.009783871
7417:468 _s202200;12;0.699674682;0.015623232
7417:469 _s202200;12;0.700398207;0.015623232
7417:475 _s202200;10;0.724350256;0.011589381
7417:476 _s202200;9;0.729387427;0.007027504
7417:477 _s202200;9;0.729744715;0.007027504
7417:478 _s202200;9;0.728930514;0.007027504
7417:479 _s202200;10;0.721694492;0.011589381
7513:104 _s202200;29;0.671969295;0.149826196
7513:205 _s202200;30;0.671075382;0.150968195
7513:206 _s202200;29;0.665193741;0.13256752
7513:207 _s202200;29;0.664011928;0.13256752
7513:208 _s202200;26;0.654201339;0.107370052
7513:209 _s202200;26;0.65424593;0.107370052
7513:215 _s202200;29;0.666281319;0.13256752
7513:216 _s202200;27;0.663454099;0.124718851
7513:217 _s202200;26;0.653950584;0.107370052
7513:218 _s202200;26;0.653992094;0.107370052
7513:219 _s202200;27;0.64796008;0.107411744
7513:226 _s202200;27;0.652109179;0.115175243
7513:227 _s202200;26;0.654074589;0.107370052
7513:228 _s202200;26;0.653829355;0.107370052
7513:229 _s202200;26;0.654867583;0.107370052
7513:236 _s202200;34;0.614329146;0.137612023
7513:237 _s202200;28;0.642982606;0.115216934
7513:238 _s202200;27;0.643976235;0.107411744
7513:239 _s202200;25;0.636652319;0.090960823
7513:247 _s202200;36;0.639051147;0.175741826
7513:248 _s202200;30;0.633619981;0.12106065
7513:249 _s202200;24;0.63834973;0.086516085
7513:458 _s202200;32;0.623361543;0.137937519
7514:100 _s202200;26;0.65447312;0.107370052
7514:101 _s202200;29;0.641531648;0.10906418
7514:102 _s202200;28;0.649042882;0.10906418
7514:103 _s202200;29;0.654201557;0.109580616
7514:104 _s202200;24;0.654778905;0.088179543
7514:110 _s202200;26;0.655302771;0.107370052
7514:111 _s202200;25;0.657147825;0.107019282
7514:112 _s202200;22;0.653019617;0.080843453
7514:113 _s202200;22;0.629071895;0.048003103
7514:114 _s202200;21;0.636668864;0.047986444
7514:120 _s202200;23;0.65258725;0.086480805
7514:121 _s202200;21;0.635251404;0.047986444
7514:122 _s202200;21;0.635591743;0.047986444
7514:123 _s202200;21;0.635754483;0.047986444
7514:124 _s202200;20;0.639922255;0.047691203
7514:130 _s202200;22;0.62816478;0.048003103
7514:131 _s202200;21;0.63548532;0.047986444
7514:132 _s202200;21;0.635653208;0.047986444
7514:133 _s202200;20;0.638465946;0.047691203
7514:134 _s202200;21;0.63271219;0.047708668
7514:140 _s202200;22;0.624809778;0.048003103
7514:141 _s202200;21;0.63500243;0.047986444
7514:142 _s202200;21;0.635778208;0.047986444
7514:143 _s202200;20;0.640938167;0.047691203
7514:144 _s202200;19;0.646678779;0.04677493
7514:205 _s202200;22;0.656911813;0.080843453
7514:206 _s202200;20;0.647531997;0.047072902
7514:207 _s202200;19;0.654371025;0.046190461
7514:208 _s202200;18;0.661760122;0.043933136
7514:209 _s202200;17;0.673895801;0.043532912
7514:215 _s202200;21;0.641169154;0.047986444
7514:216 _s202200;19;0.653639232;0.046190461
7514:217 _s202200;18;0.658511273;0.04589522
7514:218 _s202200;17;0.665811378;0.043532912
7514:219 _s202200;16;0.678247754;0.042362361
7514:225 _s202200;19;0.647031806;0.04677493
7514:226 _s202200;19;0.649418057;0.04677493
7514:227 _s202200;19;0.648148847;0.04677493
7514:228 _s202200;21;0.631173582;0.047708668
7514:229 _s202200;18;0.640332178;0.04364096
7514:235 _s202200;19;0.646467151;0.04677493
7514:236 _s202200;19;0.646735336;0.04677493
7514:237 _s202200;19;0.647622653;0.04677493
7514:238 _s202200;20;0.641850046;0.046792394
7514:239 _s202200;18;0.659619091;0.044971541
7514:245 _s202200;19;0.646690851;0.04677493
7514:246 _s202200;19;0.646617274;0.04677493
7514:247 _s202200;19;0.647064946;0.04677493
7514:248 _s202200;22;0.629053949;0.063105799
7514:249 _s202200;24;0.62160999;0.067629678
7514:350 _s202200;30;0.619542035;0.076623995
7514:351 _s202200;32;0.634960474;0.09975932
7514:352 _s202200;22;0.627912328;0.048003103
7514:353 _s202200;20;0.639191197;0.047691203
7514:354 _s202200;20;0.64228796;0.047691203
7514:455 _s202200;19;0.646424878;0.04677493
7514:456 _s202200;19;0.647254822;0.04677493
7514:457 _s202200;20;0.643047528;0.047083523
7514:458 _s202200;20;0.652790079;0.047968591
7515:100 _s202200;15;0.693512044;0.04155167
7515:101 _s202200;15;0.693821875;0.04155167
7515:102 _s202200;14;0.702280936;0.028056526
7515:103 _s202200;13;0.701092489;0.024938924
7515:104 _s202200;14;0.689069038;0.038434068
7515:110 _s202200;14;0.689152731;0.038434068
7515:111 _s202200;14;0.688310273;0.038434068
7515:112 _s202200;14;0.688622862;0.038434068
7515:113 _s202200;14;0.687304202;0.038434068
7515:114 _s202200;14;0.687449882;0.038434068
7515:120 _s202200;18;0.639191473;0.04364096
7515:121 _s202200;19;0.652202688;0.04677493
7515:122 _s202200;16;0.67467381;0.042362361
7515:123 _s202200;16;0.671837169;0.042362361
7515:130 _s202200;16;0.675503872;0.042362361
7515:131 _s202200;16;0.675852611;0.042362361
7515:205 _s202200;14;0.689000624;0.038434068
7515:206 _s202200;13;0.70026581;0.024938924
7515:207 _s202200;13;0.700092888;0.024938924
7515:208 _s202200;13;0.699603246;0.024938924
7515:209 _s202200;13;0.696174353;0.024938924
7515:215 _s202200;13;0.696292708;0.024938924
7515:216 _s202200;13;0.696095963;0.024938924
7515:217 _s202200;12;0.666862053;0.012161031
7516:100 _s202200;12;0.666198046;0.012161031
7516:101 _s202200;12;0.666393841;0.012161031
7516:102 _s202200;12;0.666546707;0.012161031
7516:103 _s202200;14;0.664323714;0.018601101
7517:364 _s202200;20;0.635833871;0.043809897
7517:457 _s202200;13;0.596107223;0.007066422
7517:458 _s202200;13;0.596289274;0.007066422
7517:459 _s202200;13;0.596402334;0.007066422
7517:465 _s202200;17;0.611950601;0.017227374
7517:466 _s202200;16;0.605878612;0.015800925
7517:467 _s202200;14;0.614128199;0.01202578
7517:468 _s202200;13;0.595419252;0.007066422
7517:469 _s202200;13;0.595787131;0.007066422
7517:475 _s202200;20;0.643803557;0.043809897
7517:476 _s202200;18;0.607713374;0.027347054
7517:477 _s202200;15;0.606570861;0.012049124
7517:478 _s202200;15;0.606007398;0.012049124
7517:479 _s202200;12;0.597356022;0.005876758
7517:488 _s202200;22;0.650826846;0.05260866
7517:489 _s202200;15;0.604817655;0.012182327
7517:499 _s202200;15;0.593232412;0.016797557
7616:468 _s202200;7;0.419696631;0.000204216
7616:374 _s202200;6;0.43089152;4.37E-05
7616:466 _s202200;6;0.431403545;4.37E-05
7616:467 _s202200;6;0.426722247;4.37E-05
7616:469 _s202200;6;0.42926236;4.37E-05
7616:475 _s202200;6;0.430556297;4.37E-05
7616:476 _s202200;6;0.430232191;4.37E-05
7616:477 _s202200;6;0.429638223;4.37E-05
7616:478 _s202200;6;0.429941647;4.37E-05
7616:479 _s202200;6;0.430954886;4.37E-05
7617:360 _s202200;6;0.429566297;4.37E-05
7617:361 _s202200;6;0.430880553;4.37E-05
7617:370 _s202200;6;0.431757671;4.37E-05
7617:371 _s202200;6;0.433246126;4.37E-05
7617:372 _s202200;6;0.433785709;4.37E-05
7617:373 _s202200;6;0.434503861;4.37E-05
1516:229 _s202200;13;0.597063779;0.010765891
1516:239 _s202200;16;0.577996706;0.020741513
1516:249 _s202200;16;0.57647083;0.020741513
1516:459 _s202200;13;0.590223458;0.010765891
1516:469 _s202200;15;0.583357658;0.014027831
1516:479 _s202200;15;0.5761551;0.014027831
1516:489 _s202200;20;0.650423769;0.035524185
1516:499 _s202200;23;0.656992584;0.052899418
1517:350 _s202200;16;0.576986131;0.020741513
1517:360 _s202200;15;0.571748015;0.014027831
1517:370 _s202200;16;0.572310545;0.018839917
1517:371 _s202200;15;0.558326884;0.012114215
1517:380 _s202200;23;0.616866446;0.03684225
1517:381 _s202200;17;0.584399568;0.021104975
1517:382 _s202200;12;0.59642414;0.005083822
1517:383 _s202200;12;0.595690468;0.005083822
1517:390 _s202200;27;0.633001869;0.070573666
1517:391 _s202200;19;0.630918903;0.033060165
1517:392 _s202200;15;0.603498593;0.017062241
1517:393 _s202200;13;0.608233599;0.008133893
1517:394 _s202200;12;0.596450257;0.005083822
1517:495 _s202200;12;0.595524143;0.005083822
1517:496 _s202200;12;0.595548253;0.005083822
1517:497 _s202200;12;0.595675226;0.005083822
1517:498 _s202200;12;0.596711977;0.005083822
1517:499 _s202200;15;0.592099982;0.016797557
1617:102 _s202200;23;0.612083361;0.045257684
1617:103 _s202200;20;0.609310487;0.02544015
1617:104 _s202200;21;0.607237008;0.02583979
1617:205 _s202200;14;0.573845944;0.011474969
1617:206 _s202200;14;0.578868587;0.011474969
1617:207 _s202200;14;0.578311632;0.011474969
1617:208 _s202200;15;0.597648239;0.018200671
1617:209 _s202200;18;0.616852233;0.037635459
1616:209 _s202200;21;0.576681889;0.022917808
1617:100 _s202200;20;0.553433048;0.020240801
1617:101 _s202200;24;0.609361238;0.045565417
1617:112 _s202200;14;0.54189047;0.008286345
1617:113 _s202200;15;0.53743991;0.010513764
1617:114 _s202200;17;0.557203135;0.013053315
1617:215 _s202200;20;0.566947964;0.021569148
1617:216 _s202200;19;0.590421485;0.032349966
1617:217 _s202200;19;0.565893714;0.021435388
1617:218 _s202200;19;0.573890771;0.025017415
1617:219 _s202200;16;0.544278103;0.012873426
1617:225 _s202200;12;0.539967894;0.007808092
1617:226 _s202200;14;0.564102641;0.010350207
1617:227 _s202200;14;0.523779627;0.010275841
1617:228 _s202200;10;0.551799214;0.004522042
7617:209 _s202200;18;0.593084345;0.029598126
7617:219 _s202200;13;0.537475784;0.007708331
7211:113 _s202200;37;0.714243236;0.173980427
7211:120 _s202200;87;0.660146948;0.615783619
7211:121 _s202200;46;0.692696416;0.195144646
7211:122 _s202200;40;0.71277363;0.17950056
7211:123 _s202200;36;0.720487484;0.173141288
7211:131 _s202200;83;0.631609271;0.617389745
7211:132 _s202200;66;0.640752196;0.322909313
7211:133 _s202200;47;0.70600777;0.222629972
7211:134 _s202200;44;0.713412117;0.214414356
7211:141 _s202200;81;0.635921314;0.576003238
7211:142 _s202200;96;0.652136468;0.728331941
7211:143 _s202200;59;0.667286829;0.267943342
7211:144 _s202200;56;0.685623362;0.267579809
7211:245 _s202200;64;0.631448792;0.273659917
7211:352 _s202200;86;0.634281362;0.584756909
7211:353 _s202200;85;0.657294456;0.517275149
7211:354 _s202200;64;0.665051211;0.337786082
7211:362 _s202200;74;0.618756061;0.483023755
7211:363 _s202200;100;0.679696803;0.785914641
7211:373 _s202200;58;0.615831718;0.273690722
7110:140 _s202200;41;0.642322777;0.150568787
7110:141 _s202200;46;0.674083855;0.231701374
7110:350 _s202200;42;0.647928273;0.166037625
7110:351 _s202200;46;0.6778934;0.238034834
7110:352 _s202200;52;0.671841777;0.260900012
7110:353 _s202200;53;0.675576934;0.261331682
7110:354 _s202200;54;0.675345758;0.268148114
7110:360 _s202200;87;0.659866194;0.653880672
7110:361 _s202200;49;0.674801793;0.24094225
7110:362 _s202200;52;0.673027697;0.260900012
7110:363 _s202200;53;0.674753784;0.252180938
7110:364 _s202200;56;0.665858213;0.261655235
7110:370 _s202200;89;0.659870262;0.664348301
7110:371 _s202200;89;0.664327127;0.664348301
7110:372 _s202200;89;0.657502761;0.664348301
7110:373 _s202200;56;0.662466329;0.268166927
7110:374 _s202200;56;0.665223941;0.261655235
7110:382 _s202200;78;0.635182146;0.520073735
7110:383 _s202200;89;0.658542259;0.664348301
7110:384 _s202200;89;0.658242309;0.664348301
7110:394 _s202200;89;0.657485377;0.664348301
7110:465 _s202200;56;0.664872423;0.261655235
7110:475 _s202200;56;0.664945154;0.261655235
7110:476 _s202200;56;0.667947106;0.261655235
7110:485 _s202200;57;0.665577703;0.279136673
7110:486 _s202200;56;0.66464041;0.261655235
7110:487 _s202200;57;0.66550601;0.261664184
7110:495 _s202200;89;0.653917358;0.664348301
7110:496 _s202200;58;0.662857253;0.279145622
7110:497 _s202200;56;0.665540802;0.261655235
7110:498 _s202200;57;0.660251919;0.261670912
7210:207 _s202200;56;0.665338383;0.261655235
7210:208 _s202200;55;0.670337637;0.261653193
7210:209 _s202200;55;0.676896968;0.261383325
7210:218 _s202200;56;0.673007058;0.264417316
7210:219 _s202200;55;0.679054944;0.261383325
7211:110 _s202200;49;0.680739882;0.214853409
7211:111 _s202200;43;0.70176484;0.180205956
7211:112 _s202200;39;0.71116833;0.177121032
7513:495 _s202200;25;0.620832704;0.051034426
7513:486 _s202200;37;0.685255075;0.136025092
7513:485 _s202200;32;0.687830651;0.117154798
7513:476 _s202200;52;0.688206627;0.304363393
7513:475 _s202200;27;0.68676488;0.081036251
7513:466 _s202200;45;0.653161804;0.234160734
7513:465 _s202200;52;0.680440797;0.304363393
7513:455 _s202200;51;0.645393014;0.301206975
7513:384 _s202200;35;0.693939028;0.104533459
7513:383 _s202200;18;0.650429675;0.046688823
7513:374 _s202200;29;0.736805509;0.097586827
7513:373 _s202200;22;0.715239908;0.069678625
7513:372 _s202200;19;0.658681141;0.04709354
7513:364 _s202200;39;0.697618421;0.144991376
7513:363 _s202200;25;0.723246446;0.079177387
7513:362 _s202200;25;0.708880193;0.080690657
7513:361 _s202200;10;0.722648771;0.019400699
7513:354 _s202200;53;0.679953242;0.331598848
7513:353 _s202200;28;0.703818797;0.082646501
7513:352 _s202200;23;0.768336309;0.101443821
7513:351 _s202200;23;0.752064225;0.101571472
7513:350 _s202200;22;0.741338428;0.088386617
7513:144 _s202200;47;0.652388886;0.255522762
7513:143 _s202200;50;0.68606223;0.32996896
7513:142 _s202200;43;0.691320326;0.22663708
7513:141 _s202200;42;0.731401358;0.243777189
7513:140 _s202200;22;0.770920213;0.099993106
7513:133 _s202200;55;0.671827107;0.360428548
7513:132 _s202200;50;0.702013481;0.309056007
7513:131 _s202200;33;0.674120771;0.172094088
7513:130 _s202200;41;0.684861786;0.227089423
